wcu2028class,-1,-1,-1,92,245,78,-246
cwru2028class,-1,-1,-1,850,1661,51,-1662
rice2028class,-1,-1,-1,7,112,166,-113
ualbany2028class,-1,-1,-1,532,1137,140,-1138
uvm2028class,-1,-1,-1,1275,2007,85,-2008
wyoming2028,-1,-1,-1,151,383,14,-384
semo2028class,-1,-1,-1,161,500,233,-501
mercer2028bears,-1,-1,-1,8,72,94,-73
uark2028class,-1,-1,-1,29,97,253,-98
uwplatt2028,-1,-1,-1,211,578,82,-579
broward2028,-1,-1,-1,2,14,2,-15
wcu_2028,-1,-1,-1,114,371,72,-372
atu2028class,-1,-1,-1,107,391,141,-392
butler2028class,-1,-1,-1,156,595,282,-596
urochester2028class,-1,-1,-1,4,45,15,-46
uofl2028,-1,-1,-1,962,1788,36,-1789
uri2028co,-1,-1,-1,130,286,185,-287
uwgb2028,-1,-1,-1,285,521,78,-522
niu2028huskies,-1,-1,-1,416,909,172,-910
uca2028class,-1,-1,-1,548,1289,16,-1290
tamuk2028,-1,-1,-1,96,284,7,-285
suffolk2028class,-1,-1,-1,3,61,43,-62
xavier2028class,-1,-1,-1,12,109,189,-110
uwoshkosh2028,-1,-1,-1,378,782,142,-783
eku2028class,-1,-1,-1,504,1239,17,-1240
montclairstate2028,-1,-1,-1,362,703,46,-704
pace.2028,-1,-1,-1,92,152,36,-153
marshallu2028class,-1,-1,-1,30,124,102,-125
ung2028class,-1,-1,-1,100,317,159,-318
wrightstate2028,-1,-1,-1,338,729,25,-730
murraystate2028class,-1,-1,-1,345,717,115,-718
odu2028bios,-1,-1,-1,3,49,85,-50
nku2028,-1,-1,-1,233,581,6,-582
buffalostate2028,-1,-1,-1,212,426,54,-427
byuidaho2028,-1,-1,-1,8,54,35,-55
ysu2028,-1,-1,-1,76,251,2,-252
tamucc2028bios,-1,-1,-1,450,843,64,-844
wfu2028,-1,-1,-1,7,181,250,-182
wku2028class,-1,-1,-1,793,1448,146,-1449
mizzou2028unofficial,-1,-1,-1,728,1397,396,-1398
wtamu2028class,-1,-1,-1,178,476,20,-477
slipperyrock2028class,-1,-1,-1,225,568,162,-569
cofc2028class,-1,-1,-1,1691,1934,193,-1935
cnu2028class,-1,-1,-1,493,996,36,-997
svsu2028,-1,-1,-1,465,879,149,-880
tcu2028bios,-1,-1,-1,12,92,440,-93
unl2028,-1,-1,-1,460,1122,92,-1123
drake2028class,-1,-1,-1,193,365,17,-366
rutgers2028class,-1,-1,-1,117,198,2,-199
umo.2028,-1,-1,-1,38,117,45,-118
uofa2028meet,-1,-1,-1,235,490,133,-491
shastacollege2028,-1,-1,-1,3,10,3,-11
uconn2028huskies,-1,-1,-1,157,399,393,-400
uofmemphis2028,-1,-1,-1,180,474,141,-475
unco2028unofficial,-1,-1,-1,243,440,64,-441
du2028bios,-1,-1,-1,202,436,21,-437
usa2028class,-1,-1,-1,359,875,106,-876
mtsu2028class,-1,-1,-1,38,206,122,-207
ucm2028,-1,-1,-1,11,168,236,-169
mostate2028class,-1,-1,-1,78,294,33,-295
tntech2028,-1,-1,-1,7,59,28,-60
towsonu2028,-1,-1,-1,269,522,84,-523
kstate2028class,-1,-1,-1,16,178,273,-179
pnw2028,-1,-1,-1,9,58,19,-59
uwm2028class,-1,-1,-1,15,84,56,-85
umkc2028bios,-1,-1,-1,14,45,48,-46
umt2028,-1,-1,-1,186,360,1,-361
portlandstate2028,-1,-1,-1,-1,-1,-1,0
hofstra2028class,-1,-1,-1,653,1179,6,-1180
tamu2028co,-1,-1,-1,31,592,67,-593
regent2028class,-1,-1,-1,7,18,12,-19
mines2028class,-1,-1,-1,439,1366,241,-1367
scu2028class,-1,-1,-1,618,1380,74,-1381
ohiouniversity2028,-1,-1,-1,-1,-1,-1,0
ashland2028,-1,-1,-1,95,258,12,-259
brown2028bios,-1,-1,-1,6,61,66,-62
sacredheart2028bios,-1,-1,-1,176,395,74,-396
stthomas2028,-1,-1,-1,37,105,210,-106
washburn2028class,-1,-1,-1,2,48,61,-49
usi2028class,-1,-1,-1,283,734,90,-735
wm2028class,-1,-1,-1,339,717,174,-718
belmont2028class,-1,-1,-1,334,689,344,-690
iup2028class,-1,-1,-1,387,822,86,-823
lynn2028class,-1,-1,-1,349,618,150,-619
usd2028class,-1,-1,-1,16,97,50,-98
cjawnsbios,-1,-1,-1,143,504,3,-505
uw2028huskies,-1,-1,-1,22,35,80,-36
oregon2028class,-1,-1,-1,82,242,157,-243
inverhills2028,-1,-1,-1,3,5,2,-6
oaklandu2028,-1,-1,-1,11,55,14,-56
miamiu2028bios,-1,-1,-1,552,1088,256,-1089
tufts.2028,-1,-1,-1,3,108,212,-109
liu2028class,-1,-1,-1,17,90,63,-91
tcnj2028class,-1,-1,-1,784,1456,149,-1457
calvin2028class,-1,-1,-1,9,28,15,-29
depaul2028class,-1,-1,-1,968,1455,53,-1456
fresnostate28,-1,-1,-1,-1,-1,-1,0
mtu2028class,-1,-1,-1,90,376,340,-377
loyolamaryland2028,-1,-1,-1,4,33,85,-34
fairfield2028class,-1,-1,-1,5,138,213,-139
utarlington2028class,-1,-1,-1,313,622,29,-623
uccs2028class,-1,-1,-1,19,128,193,-129
